InvoiceID,UsageDate,ServiceName,ResourceType,Region,Cost,UsageQuantity,LinkedAccount
INV-8476,2025-08-21,ECS,Database,us-west-2,69.34,47.18,54899
INV-3739,2025-08-21,ECS,Storage,us-east-1,14.79,63.45,63910
INV-3983,2025-08-21,CloudFront,Networking,us-west-2,35.27,67.65,47832
INV-3885,2025-08-21,EBS,Compute,ap-south-1,10.37,68.66,20964
INV-6690,2025-08-21,RDS,Compute,us-east-1,22.68,17.57,56094
INV-7498,2025-08-21,ECS,Storage,us-east-1,28.81,22.8,14414
INV-7430,2025-08-21,ECS,Compute,us-west-2,27.5,28.0,79554
INV-5208,2025-08-21,S3,Database,ap-south-1,55.1,69.45,76330
INV-1975,2025-08-21,RDS,Storage,ap-south-1,10.97,30.6,21130
INV-3981,2025-08-21,ECS,Database,ap-south-1,1.68,3.42,56655
INV-4594,2025-08-21,CloudFront,Database,ap-south-1,92.18,65.35,84242
INV-5406,2025-08-21,RDS,Compute,us-west-2,101.14,87.13,34131
INV-5348,2025-08-21,ECS,Database,us-west-2,79.99,78.87,71377
INV-5863,2025-08-21,EC2,Networking,us-west-2,35.64,26.1,46908
INV-5364,2025-08-21,EC2,Storage,ap-south-1,57.89,67.11,76873
INV-8478,2025-08-21,RDS,Database,us-west-2,7.81,11.19,17806
INV-8502,2025-08-21,RDS,Networking,ap-south-1,60.08,46.09,45582
INV-9551,2025-08-21,RDS,Storage,us-west-2,32.91,54.71,43896
INV-1650,2025-08-21,ECS,Compute,us-west-2,20.57,97.68,52962
INV-1249,2025-08-21,CloudFront,Database,us-east-1,4.69,42.31,64344
INV-7770,2025-08-21,ECS,Compute,eu-west-1,102.24,74.02,87688
INV-7953,2025-08-21,CloudFront,Database,us-west-2,36.35,28.08,69663
INV-5662,2025-08-21,EC2,Database,ap-south-1,40.15,29.29,76928
INV-9385,2025-08-21,CloudFront,Compute,us-west-2,91.79,75.42,52613
INV-2352,2025-08-21,Lambda,Networking,ap-south-1,2.75,1.9,31927
INV-3951,2025-08-21,S3,Compute,eu-west-1,35.76,72.69,44117
INV-2294,2025-08-21,CloudFront,Storage,ap-south-1,38.01,82.96,50807
INV-2907,2025-08-21,EBS,Compute,us-west-2,18.61,87.29,63806
INV-9907,2025-08-21,EC2,Storage,eu-west-1,58.71,70.4,35907
INV-8574,2025-08-21,CloudFront,Compute,us-west-2,3.9,9.74,26461
INV-5828,2025-08-21,S3,Networking,ap-south-1,0.98,1.34,16361
INV-1217,2025-08-22,EC2,Networking,ap-south-1,27.71,30.2,20312
INV-1246,2025-08-22,ECS,Networking,eu-west-1,14.44,29.79,81689
INV-1235,2025-08-22,CloudFront,Networking,us-east-1,8.91,74.35,55748
INV-4165,2025-08-22,RDS,Storage,eu-west-1,116.11,90.3,81438
INV-2760,2025-08-22,CloudFront,Networking,us-east-1,60.81,66.81,75801
INV-1024,2025-08-22,ECS,Database,us-east-1,28.44,89.24,28114
INV-1952,2025-08-22,S3,Networking,us-west-2,3.17,7.99,24868
INV-5495,2025-08-22,CloudFront,Storage,us-west-2,7.97,79.48,89022
INV-1826,2025-08-22,RDS,Networking,us-east-1,87.09,58.32,35699
INV-3902,2025-08-22,Lambda,Networking,us-east-1,68.99,85.58,73187
INV-4294,2025-08-22,Lambda,Compute,ap-south-1,8.11,6.46,64631
INV-7458,2025-08-22,CloudFront,Networking,ap-south-1,12.99,59.94,51100
INV-1888,2025-08-22,S3,Storage,eu-west-1,12.98,9.48,88672
INV-1496,2025-08-22,Lambda,Database,us-west-2,83.85,66.95,81739
INV-5629,2025-08-22,S3,Compute,eu-west-1,77.28,87.91,58274
INV-1429,2025-08-22,ECS,Compute,eu-west-1,34.91,51.79,72571
INV-3510,2025-08-22,Lambda,Networking,ap-south-1,21.6,31.76,17974
INV-2007,2025-08-22,Lambda,Database,us-east-1,71.43,77.41,93983
INV-1974,2025-08-22,EC2,Networking,us-west-2,61.85,89.26,83712
INV-4359,2025-08-22,EBS,Storage,ap-south-1,58.65,60.75,22873
INV-7024,2025-08-22,S3,Database,us-west-2,63.28,59.21,36258
INV-3773,2025-08-22,S3,Compute,eu-west-1,18.89,23.82,88154
INV-9592,2025-08-22,S3,Storage,ap-south-1,6.39,10.51,45445
INV-3489,2025-08-22,RDS,Storage,eu-west-1,48.61,48.82,91547
INV-9227,2025-08-23,S3,Storage,ap-south-1,87.54,95.06,39198
INV-6077,2025-08-23,EBS,Database,us-west-2,58.33,74.39,89906
INV-3636,2025-08-23,EBS,Compute,eu-west-1,9.7,63.45,62812
INV-9623,2025-08-23,CloudFront,Compute,us-west-2,14.66,25.51,83545
INV-9996,2025-08-23,CloudFront,Networking,eu-west-1,5.5,47.3,29185
INV-8863,2025-08-23,CloudFront,Database,us-east-1,6.36,14.09,18900
INV-4328,2025-08-23,ECS,Networking,us-east-1,51.54,97.16,55077
INV-9467,2025-08-23,CloudFront,Storage,us-east-1,16.14,48.26,61883
INV-6700,2025-08-23,Lambda,Compute,eu-west-1,27.93,61.12,65993
INV-4340,2025-08-23,CloudFront,Storage,eu-west-1,16.6,20.78,16176
INV-8383,2025-08-23,CloudFront,Database,us-west-2,0.04,0.65,59902
INV-8789,2025-08-23,CloudFront,Storage,us-east-1,2.27,21.98,55896
INV-9991,2025-08-23,RDS,Compute,us-west-2,5.9,10.89,19855
INV-6385,2025-08-23,S3,Compute,ap-south-1,70.6,80.28,34170
INV-4655,2025-08-23,ECS,Database,eu-west-1,24.41,51.32,12987
INV-8288,2025-08-23,CloudFront,Compute,us-west-2,58.3,93.18,83291
INV-5619,2025-08-23,S3,Networking,us-east-1,8.31,8.8,71875
INV-4969,2025-08-23,S3,Compute,eu-west-1,6.32,11.47,98138
INV-8812,2025-08-23,S3,Database,us-east-1,66.92,50.79,52675
INV-7288,2025-08-23,CloudFront,Networking,eu-west-1,52.78,49.41,71843
INV-9739,2025-08-23,CloudFront,Storage,eu-west-1,23.89,99.28,66403
INV-6661,2025-08-23,RDS,Compute,us-west-2,17.14,27.55,74069
INV-7003,2025-08-23,Lambda,Compute,eu-west-1,27.29,42.24,55204
INV-1388,2025-08-23,EBS,Storage,us-east-1,98.52,90.77,52141
INV-5489,2025-08-23,EBS,Storage,us-east-1,30.33,60.83,70076
INV-9307,2025-08-23,ECS,Networking,ap-south-1,118.23,82.4,65403
INV-2998,2025-08-23,ECS,Storage,us-east-1,4.29,82.14,35614
INV-1352,2025-08-24,EBS,Database,us-east-1,7.91,63.68,76261
INV-7399,2025-08-24,EBS,Database,us-west-2,3.52,25.83,45057
INV-1745,2025-08-24,Lambda,Database,ap-south-1,63.17,60.42,22347
INV-7967,2025-08-24,ECS,Networking,eu-west-1,7.0,11.54,57957
INV-8507,2025-08-24,ECS,Networking,us-west-2,26.73,45.68,19425
INV-9150,2025-08-24,EBS,Database,us-west-2,8.01,12.19,44600
INV-7268,2025-08-24,RDS,Storage,us-west-2,11.49,75.14,11757
INV-5886,2025-08-24,S3,Networking,ap-south-1,4.58,8.11,77284
INV-7457,2025-08-24,RDS,Storage,eu-west-1,96.01,94.18,78725
INV-2435,2025-08-24,CloudFront,Compute,us-east-1,39.03,67.9,20150
INV-4819,2025-08-24,S3,Compute,ap-south-1,3.84,59.41,46884
INV-3662,2025-08-24,ECS,Compute,us-west-2,87.47,63.65,46665
INV-7476,2025-08-24,CloudFront,Database,ap-south-1,80.72,61.3,19441
INV-9279,2025-08-24,ECS,Database,us-west-2,16.28,72.42,14413
INV-5372,2025-08-24,RDS,Storage,eu-west-1,13.21,90.26,99015
INV-3076,2025-08-24,EC2,Networking,us-west-2,13.69,53.44,79101
INV-6072,2025-08-24,RDS,Compute,eu-west-1,0.84,1.27,34031
INV-5666,2025-08-24,ECS,Storage,us-west-2,22.32,29.57,13183
INV-7341,2025-08-24,CloudFront,Storage,ap-south-1,6.55,57.76,13188
INV-9299,2025-08-24,EBS,Storage,us-east-1,10.66,12.39,35432
INV-1525,2025-08-24,CloudFront,Storage,eu-west-1,38.07,34.38,46652
INV-4702,2025-08-24,CloudFront,Networking,eu-west-1,83.28,65.26,27482
INV-5191,2025-08-24,EC2,Compute,ap-south-1,46.65,69.28,90131
INV-6780,2025-08-24,S3,Networking,eu-west-1,30.25,67.33,64459
INV-9290,2025-08-24,EBS,Storage,eu-west-1,36.66,30.7,45286
INV-3789,2025-08-24,ECS,Networking,us-west-2,53.98,44.7,23955
INV-4019,2025-08-24,CloudFront,Compute,eu-west-1,106.4,82.26,92165
INV-2817,2025-08-24,Lambda,Database,us-east-1,61.87,91.67,58705
INV-7541,2025-08-24,ECS,Networking,us-west-2,28.57,31.95,25490
INV-2614,2025-08-25,RDS,Database,us-west-2,34.26,37.18,10715
INV-1901,2025-08-25,CloudFront,Compute,ap-south-1,73.99,70.59,75691
INV-2227,2025-08-25,ECS,Compute,eu-west-1,10.95,37.52,65312
INV-5636,2025-08-25,EC2,Networking,ap-south-1,11.07,43.11,98485
INV-2418,2025-08-25,ECS,Networking,us-west-2,49.1,89.02,84636
INV-6675,2025-08-25,EC2,Compute,eu-west-1,1.35,15.53,89144
INV-1828,2025-08-25,Lambda,Networking,us-west-2,62.91,64.62,59946
INV-6331,2025-08-25,Lambda,Compute,eu-west-1,5.26,34.13,79235
INV-1688,2025-08-25,ECS,Networking,us-west-2,20.56,41.02,35787
INV-6143,2025-08-25,EBS,Compute,us-west-2,62.89,67.74,65081
INV-3492,2025-08-25,EBS,Database,us-east-1,13.36,36.52,55500
INV-2622,2025-08-25,ECS,Storage,ap-south-1,69.98,98.8,97980
INV-4623,2025-08-25,S3,Networking,us-west-2,17.48,68.86,47566
INV-3625,2025-08-25,EC2,Storage,eu-west-1,4.37,48.61,84753
INV-9202,2025-08-25,Lambda,Compute,ap-south-1,73.25,50.59,11732
INV-6589,2025-08-25,ECS,Compute,ap-south-1,4.1,38.48,64125
INV-8845,2025-08-25,EC2,Compute,us-east-1,1.95,3.19,97960
INV-4908,2025-08-25,EC2,Compute,ap-south-1,1.35,16.09,42638
INV-5668,2025-08-25,Lambda,Compute,us-west-2,54.08,75.65,27300
INV-4604,2025-08-25,ECS,Networking,eu-west-1,39.3,29.0,78957
INV-3822,2025-08-25,RDS,Database,us-west-2,16.8,11.7,35433
INV-7887,2025-08-25,EBS,Compute,us-west-2,42.11,31.47,57359
INV-7540,2025-08-25,EBS,Compute,ap-south-1,75.34,60.33,73400
INV-2791,2025-08-25,RDS,Networking,eu-west-1,46.07,98.4,24639
INV-5585,2025-08-25,ECS,Database,ap-south-1,59.09,96.12,63913
INV-3583,2025-08-25,EC2,Networking,us-east-1,20.99,38.61,17496
INV-2890,2025-08-25,Lambda,Compute,ap-south-1,14.82,54.19,17356
INV-2859,2025-08-26,EC2,Compute,ap-south-1,46.3,55.42,35640
INV-6509,2025-08-26,EBS,Networking,eu-west-1,95.93,76.21,25270
INV-3554,2025-08-26,RDS,Networking,us-west-2,21.54,44.1,48558
INV-2723,2025-08-26,Lambda,Storage,us-east-1,8.64,26.01,82629
INV-6782,2025-08-26,EBS,Database,ap-south-1,3.2,5.86,16247
INV-9896,2025-08-26,S3,Compute,ap-south-1,39.33,27.1,87350
INV-3920,2025-08-26,Lambda,Compute,us-west-2,30.9,55.82,22769
INV-5134,2025-08-26,Lambda,Networking,us-west-2,14.63,58.09,82694
INV-5735,2025-08-26,EBS,Storage,us-east-1,42.59,44.46,77938
INV-2863,2025-08-26,CloudFront,Storage,us-east-1,30.96,48.94,22569
INV-8525,2025-08-26,EBS,Compute,ap-south-1,131.84,99.39,28339
INV-7484,2025-08-26,EBS,Storage,us-east-1,54.62,62.38,40519
INV-5217,2025-08-26,EBS,Compute,eu-west-1,21.23,62.1,27206
INV-8434,2025-08-26,ECS,Networking,us-west-2,4.24,39.57,66638
INV-3610,2025-08-26,ECS,Compute,us-west-2,39.87,47.61,93955
INV-1086,2025-08-26,CloudFront,Database,eu-west-1,33.08,22.85,34182
INV-6154,2025-08-26,S3,Compute,us-west-2,99.78,90.95,92244
INV-3856,2025-08-26,Lambda,Compute,ap-south-1,70.02,53.39,55561
INV-4222,2025-08-26,CloudFront,Storage,ap-south-1,15.73,13.15,21608
INV-4708,2025-08-26,Lambda,Compute,us-east-1,15.1,12.57,39729
INV-8480,2025-08-26,Lambda,Database,us-east-1,36.55,27.65,91836
INV-8120,2025-08-26,EC2,Storage,eu-west-1,25.09,94.41,97552
INV-2104,2025-08-26,Lambda,Networking,ap-south-1,68.2,46.32,25478
INV-2914,2025-08-26,CloudFront,Compute,us-east-1,63.01,48.39,41379
INV-3757,2025-08-26,S3,Networking,us-east-1,35.01,58.91,45684
INV-8906,2025-08-26,EBS,Storage,ap-south-1,9.87,28.65,63384
INV-6896,2025-08-26,CloudFront,Compute,ap-south-1,46.52,76.2,37817
INV-3864,2025-08-26,EBS,Networking,us-east-1,39.09,51.18,44011
INV-1082,2025-08-26,S3,Database,ap-south-1,75.39,57.77,27721
INV-5615,2025-08-26,CloudFront,Networking,eu-west-1,62.87,98.08,98412
INV-9834,2025-08-26,ECS,Compute,ap-south-1,95.89,82.77,79877
INV-3197,2025-08-26,RDS,Compute,us-east-1,82.44,57.4,11699
INV-9808,2025-08-26,RDS,Networking,us-west-2,4.2,20.13,60762
INV-2854,2025-08-26,S3,Storage,us-west-2,58.66,85.41,66525
INV-7338,2025-08-26,CloudFront,Storage,us-west-2,113.93,84.71,80948
INV-6707,2025-08-27,EBS,Compute,us-west-2,8.44,6.34,86880
INV-1367,2025-08-27,CloudFront,Database,us-east-1,35.47,44.89,60659
INV-9710,2025-08-27,RDS,Compute,us-east-1,87.36,62.7,26447
INV-1255,2025-08-27,Lambda,Database,eu-west-1,1.49,2.01,55317
INV-2921,2025-08-27,EBS,Compute,us-west-2,75.54,68.8,40777
INV-8139,2025-08-27,Lambda,Storage,us-east-1,16.97,69.28,35242
INV-4375,2025-08-27,RDS,Database,ap-south-1,17.11,30.01,21876
INV-9282,2025-08-27,ECS,Storage,ap-south-1,36.55,80.46,72021
INV-3124,2025-08-27,EBS,Compute,us-west-2,30.42,21.15,89339
INV-9083,2025-08-27,EC2,Storage,eu-west-1,1.48,0.99,61929
INV-6186,2025-08-27,EBS,Compute,us-east-1,84.72,67.71,99817
INV-4723,2025-08-27,ECS,Database,us-west-2,2.09,29.53,80284
INV-8577,2025-08-27,CloudFront,Compute,us-west-2,92.96,73.81,27613
INV-3060,2025-08-27,EBS,Compute,us-east-1,19.05,74.07,26689
INV-1619,2025-08-27,CloudFront,Compute,us-west-2,87.8,75.37,53012
INV-7937,2025-08-27,CloudFront,Networking,eu-west-1,76.49,65.89,68562
INV-5477,2025-08-27,ECS,Compute,us-east-1,79.51,84.61,49568
INV-3136,2025-08-27,CloudFront,Database,us-west-2,6.78,8.95,92931
INV-2523,2025-08-27,ECS,Compute,ap-south-1,5.04,7.86,90277
INV-8387,2025-08-27,ECS,Networking,us-east-1,5.94,40.77,27122
INV-8760,2025-08-27,RDS,Compute,ap-south-1,7.37,34.95,13466
INV-6615,2025-08-27,S3,Storage,eu-west-1,115.13,80.84,91017
INV-4759,2025-08-27,RDS,Compute,us-west-2,10.5,7.32,62341
INV-1790,2025-08-27,ECS,Storage,us-east-1,25.34,52.31,16392
INV-3094,2025-08-27,EBS,Compute,us-west-2,6.04,7.78,90345
INV-7458,2025-08-27,S3,Networking,us-east-1,85.45,79.47,59916
INV-9560,2025-08-27,EC2,Compute,us-east-1,0.8,5.12,96051
INV-7468,2025-08-27,S3,Database,us-west-2,19.29,40.35,65359
INV-2444,2025-08-27,EBS,Networking,eu-west-1,10.67,23.32,51286
INV-8972,2025-08-28,CloudFront,Networking,us-west-2,112.31,80.37,32529
INV-5971,2025-08-28,Lambda,Storage,us-east-1,55.33,40.57,93291
INV-7811,2025-08-28,Lambda,Database,ap-south-1,23.87,32.22,90287
INV-6034,2025-08-28,CloudFront,Networking,eu-west-1,22.2,22.68,39291
INV-6700,2025-08-28,RDS,Storage,ap-south-1,90.56,97.9,34207
INV-3174,2025-08-28,RDS,Networking,ap-south-1,35.47,35.85,64424
INV-4237,2025-08-28,RDS,Database,us-east-1,16.57,12.38,67449
INV-3111,2025-08-28,CloudFront,Storage,ap-south-1,35.33,50.36,37228
INV-4610,2025-08-28,EBS,Compute,us-west-2,56.05,58.63,38585
INV-7517,2025-08-28,RDS,Storage,eu-west-1,7.56,7.27,85282
INV-1894,2025-08-28,EBS,Networking,ap-south-1,26.34,24.27,35648
INV-5128,2025-08-28,Lambda,Networking,eu-west-1,100.02,82.27,84514
INV-9243,2025-08-28,S3,Networking,us-west-2,44.47,55.29,17712
INV-5401,2025-08-28,ECS,Networking,us-west-2,16.87,14.37,62985
INV-4139,2025-08-28,EC2,Networking,ap-south-1,20.96,27.21,96751
INV-2308,2025-08-28,Lambda,Database,ap-south-1,6.96,28.5,67539
INV-8361,2025-08-28,CloudFront,Networking,eu-west-1,8.11,62.99,82697
INV-9841,2025-08-28,S3,Database,us-east-1,38.23,74.89,72533
INV-4218,2025-08-28,RDS,Database,ap-south-1,0.09,0.11,97855
INV-3253,2025-08-28,ECS,Networking,ap-south-1,2.15,4.78,34514
INV-1007,2025-08-28,EBS,Compute,us-west-2,9.97,70.73,95922
INV-6338,2025-08-28,EC2,Networking,us-east-1,4.66,83.95,88961
INV-4265,2025-08-28,CloudFront,Storage,us-west-2,27.84,24.76,75806
INV-2559,2025-08-28,CloudFront,Compute,ap-south-1,6.27,31.7,42840
INV-8745,2025-08-28,RDS,Database,us-east-1,15.95,36.09,92547
INV-7227,2025-08-28,RDS,Compute,us-west-2,42.51,84.29,34411
INV-6815,2025-08-28,EC2,Networking,us-east-1,105.99,78.91,95217
INV-9193,2025-08-28,EC2,Storage,ap-south-1,59.49,43.44,58533
INV-1772,2025-08-28,CloudFront,Networking,us-west-2,54.72,37.79,82269
INV-3692,2025-08-28,EC2,Storage,eu-west-1,9.44,9.02,66638
INV-4278,2025-08-28,S3,Compute,us-east-1,30.26,49.43,82213
INV-3644,2025-08-28,CloudFront,Compute,us-east-1,67.78,63.31,24588
INV-5478,2025-08-28,EC2,Database,ap-south-1,0.16,0.54,76712
INV-6745,2025-08-29,ECS,Compute,us-west-2,72.49,71.33,68916
INV-6324,2025-08-29,Lambda,Compute,eu-west-1,111.44,96.61,11309
INV-1800,2025-08-29,ECS,Database,us-east-1,101.61,95.08,24831
INV-5437,2025-08-29,EBS,Storage,us-east-1,6.06,29.88,96329
INV-1495,2025-08-29,S3,Compute,us-east-1,76.95,78.2,49267
INV-7454,2025-08-29,ECS,Networking,eu-west-1,2.81,4.91,51814
INV-7216,2025-08-29,S3,Networking,eu-west-1,74.21,95.68,23595
INV-3441,2025-08-29,CloudFront,Compute,us-east-1,30.92,43.33,64114
INV-8597,2025-08-29,ECS,Compute,us-east-1,12.26,20.97,27463
INV-1576,2025-08-29,S3,Networking,us-east-1,4.66,37.04,19318
INV-1305,2025-08-29,ECS,Networking,eu-west-1,50.21,76.78,95195
INV-9920,2025-08-29,Lambda,Storage,us-west-2,105.51,82.24,22288
INV-5222,2025-08-29,ECS,Compute,ap-south-1,21.35,21.28,55100
INV-9299,2025-08-29,EBS,Storage,eu-west-1,62.7,47.28,94424
INV-9479,2025-08-29,CloudFront,Compute,us-east-1,22.36,21.65,67446
INV-5309,2025-08-29,Lambda,Storage,ap-south-1,29.08,60.81,68897
INV-1247,2025-08-29,S3,Storage,ap-south-1,13.68,13.75,80225
INV-1876,2025-08-29,EC2,Compute,us-west-2,37.51,73.89,49792
INV-4110,2025-08-29,EC2,Networking,us-west-2,40.19,64.52,72037
INV-1565,2025-08-29,Lambda,Networking,eu-west-1,24.18,71.35,15403
INV-8444,2025-08-29,S3,Storage,eu-west-1,41.55,89.03,65428
INV-8852,2025-08-29,RDS,Networking,us-west-2,4.95,36.84,88202
INV-6251,2025-08-29,EC2,Networking,eu-west-1,8.97,11.24,36257
INV-2170,2025-08-29,EBS,Storage,us-east-1,33.84,26.83,73770
INV-3954,2025-08-29,EBS,Storage,eu-west-1,0.94,1.57,52867
INV-9205,2025-08-29,Lambda,Database,us-east-1,2.64,33.8,57833
INV-8043,2025-08-29,EBS,Networking,us-east-1,8.14,12.52,77145
INV-1713,2025-08-29,CloudFront,Networking,us-west-2,31.39,49.34,89988
INV-6587,2025-08-29,EC2,Networking,us-east-1,48.51,53.14,93232
INV-3902,2025-08-29,EBS,Compute,us-east-1,0.79,1.09,45682
INV-5208,2025-08-29,CloudFront,Database,ap-south-1,77.33,96.35,80289
INV-8196,2025-08-29,CloudFront,Database,ap-south-1,34.04,67.79,84573
INV-8544,2025-08-29,EBS,Storage,ap-south-1,90.64,77.42,96212
INV-7851,2025-08-29,EBS,Networking,eu-west-1,76.46,52.18,96873
INV-3005,2025-08-29,EC2,Storage,us-east-1,0.94,12.64,79591
INV-5007,2025-08-29,EBS,Compute,us-west-2,94.02,77.04,86353
INV-6337,2025-08-29,Lambda,Compute,us-west-2,5.27,12.11,30277
INV-2438,2025-08-29,RDS,Networking,us-west-2,0.88,1.85,24930
INV-3965,2025-08-29,S3,Database,us-west-2,61.95,77.34,82839
INV-9605,2025-08-30,S3,Storage,us-east-1,20.54,34.87,94606
INV-6247,2025-08-30,RDS,Database,ap-south-1,0.12,0.24,65488
INV-8627,2025-08-30,EBS,Storage,ap-south-1,94.6,64.68,54349
INV-9625,2025-08-30,EBS,Database,ap-south-1,7.13,84.72,57419
INV-5866,2025-08-30,CloudFront,Storage,ap-south-1,106.55,89.87,46908
INV-7540,2025-08-30,RDS,Compute,eu-west-1,55.74,78.06,88029
INV-4124,2025-08-30,EC2,Compute,ap-south-1,19.5,39.86,22961
INV-9095,2025-08-30,CloudFront,Networking,eu-west-1,2.54,6.66,31362
INV-9103,2025-08-30,ECS,Database,us-east-1,18.6,24.74,26302
INV-8598,2025-08-30,EC2,Networking,eu-west-1,55.11,74.77,17097
INV-8333,2025-08-30,CloudFront,Database,us-east-1,8.46,5.88,26389
INV-5511,2025-08-30,S3,Networking,eu-west-1,112.05,94.28,85658
INV-2329,2025-08-30,EBS,Compute,eu-west-1,83.22,99.13,77711
INV-2432,2025-08-30,S3,Storage,ap-south-1,15.37,96.28,48782
INV-5236,2025-08-30,EBS,Compute,us-west-2,13.8,36.63,10911
INV-4776,2025-08-30,RDS,Storage,eu-west-1,5.0,19.66,22591
INV-1376,2025-08-30,Lambda,Database,eu-west-1,73.67,62.28,96492
INV-2418,2025-08-30,CloudFront,Storage,us-east-1,15.23,57.87,87748
INV-2132,2025-08-30,S3,Database,eu-west-1,78.87,81.13,23927
INV-3373,2025-08-30,Lambda,Storage,us-west-2,39.95,38.88,15776
INV-9515,2025-08-30,Lambda,Networking,eu-west-1,14.35,26.06,63738
INV-1383,2025-08-30,EC2,Database,ap-south-1,43.24,91.76,29179
INV-4385,2025-08-30,CloudFront,Networking,eu-west-1,63.08,47.05,99730
INV-2391,2025-08-30,ECS,Database,ap-south-1,9.93,70.8,39247
INV-7137,2025-08-30,EBS,Networking,eu-west-1,0.91,14.82,94092
INV-8643,2025-08-30,S3,Storage,eu-west-1,44.14,63.13,23888
INV-8077,2025-08-30,Lambda,Storage,us-east-1,19.44,13.51,74678
INV-7056,2025-08-30,RDS,Database,us-east-1,21.24,53.01,82619
INV-5033,2025-08-30,RDS,Database,ap-south-1,51.89,50.11,97982
INV-2620,2025-08-30,ECS,Database,eu-west-1,3.46,7.72,92279
INV-3532,2025-08-30,ECS,Database,us-west-2,57.84,80.72,51126
INV-9954,2025-08-30,ECS,Networking,us-east-1,37.06,54.7,28403
INV-6501,2025-08-30,Lambda,Database,eu-west-1,1.3,4.49,34246
INV-8427,2025-08-30,EBS,Storage,eu-west-1,15.76,44.61,31220
INV-2120,2025-08-31,EBS,Networking,us-east-1,6.48,5.09,96872
INV-8262,2025-08-31,EC2,Storage,eu-west-1,117.75,98.12,86976
INV-3910,2025-08-31,EBS,Storage,us-west-2,34.23,85.39,53303
INV-2685,2025-08-31,Lambda,Database,us-east-1,32.24,96.07,31439
INV-8362,2025-08-31,Lambda,Database,eu-west-1,142.01,95.15,77378
INV-1640,2025-08-31,EBS,Storage,eu-west-1,104.85,71.2,27127
INV-7225,2025-08-31,S3,Networking,us-west-2,24.3,57.0,48024
INV-7308,2025-08-31,CloudFront,Compute,ap-south-1,39.85,43.76,80967
INV-7044,2025-08-31,CloudFront,Database,us-west-2,7.05,7.4,12030
INV-1658,2025-08-31,ECS,Storage,us-west-2,31.95,98.12,74585
INV-7008,2025-08-31,EC2,Database,us-west-2,108.33,79.28,51756
INV-1787,2025-08-31,Lambda,Networking,ap-south-1,136.11,94.38,51278
INV-2110,2025-08-31,EC2,Database,eu-west-1,76.57,52.19,81661
INV-2405,2025-08-31,Lambda,Compute,us-west-2,21.55,75.76,54365
INV-8670,2025-08-31,CloudFront,Compute,ap-south-1,52.11,47.74,69886
INV-4488,2025-08-31,Lambda,Networking,ap-south-1,24.29,24.81,82799
INV-5127,2025-08-31,Lambda,Database,ap-south-1,19.07,66.69,28585
INV-2687,2025-08-31,EBS,Storage,ap-south-1,66.1,56.55,47195
INV-7016,2025-08-31,CloudFront,Database,us-west-2,3.37,49.94,99801
INV-5858,2025-08-31,CloudFront,Database,ap-south-1,0.57,1.0,37212
INV-4624,2025-08-31,RDS,Networking,eu-west-1,35.35,92.63,36868
INV-9785,2025-08-31,ECS,Database,us-east-1,23.61,63.47,39533
INV-4112,2025-08-31,RDS,Database,eu-west-1,41.24,32.23,99949
INV-9434,2025-08-31,CloudFront,Networking,eu-west-1,13.73,72.91,51908
INV-4834,2025-08-31,CloudFront,Compute,us-east-1,3.96,42.93,81818
INV-6147,2025-08-31,S3,Compute,ap-south-1,48.65,48.14,24970
INV-6601,2025-08-31,CloudFront,Networking,us-west-2,5.6,11.94,50554
INV-2925,2025-08-31,Lambda,Storage,eu-west-1,55.11,39.84,72614
INV-5103,2025-08-31,EC2,Compute,us-west-2,11.44,99.33,30728
INV-8189,2025-08-31,CloudFront,Database,us-east-1,44.83,76.12,47807
INV-7030,2025-08-31,CloudFront,Networking,us-east-1,44.96,39.31,79496
INV-6660,2025-09-01,EC2,Networking,us-east-1,131.24,91.85,64025
INV-4963,2025-09-01,EBS,Storage,us-west-2,32.79,57.75,31925
INV-7692,2025-09-01,CloudFront,Database,us-east-1,32.61,78.78,24069
INV-4873,2025-09-01,CloudFront,Compute,eu-west-1,32.17,56.45,10157
INV-3102,2025-09-01,Lambda,Networking,us-west-2,26.19,65.7,88679
INV-2908,2025-09-01,Lambda,Networking,eu-west-1,26.58,19.24,20129
INV-5237,2025-09-01,ECS,Networking,eu-west-1,8.05,10.27,46207
INV-2678,2025-09-01,EC2,Database,eu-west-1,2.36,22.16,78507
INV-3643,2025-09-01,RDS,Storage,us-west-2,1.13,3.7,78429
INV-6614,2025-09-01,ECS,Storage,ap-south-1,39.84,86.69,52377
INV-8901,2025-09-01,CloudFront,Compute,ap-south-1,84.91,95.05,72016
INV-7784,2025-09-01,Lambda,Networking,us-east-1,38.96,43.72,47497
INV-7407,2025-09-01,ECS,Compute,us-west-2,59.49,51.72,12660
INV-2403,2025-09-01,RDS,Storage,us-west-2,15.91,28.32,97341
INV-6307,2025-09-01,EC2,Database,eu-west-1,127.19,89.42,70476
INV-1401,2025-09-01,S3,Compute,ap-south-1,58.76,89.27,26360
INV-8272,2025-09-01,EC2,Storage,us-east-1,57.82,78.06,62375
INV-4557,2025-09-01,EBS,Database,eu-west-1,17.27,49.8,58493
INV-2896,2025-09-01,S3,Networking,eu-west-1,18.92,59.15,23533
INV-5719,2025-09-01,CloudFront,Networking,us-west-2,42.85,33.22,37601
INV-4459,2025-09-01,EBS,Compute,ap-south-1,3.18,20.79,12523
